accver	taxid	isolate	host	genotype	country	isolation_source	collection_date	strain	serotype	group	old_name	type	collected_by	gb_acronym	note	lab_host	subtype1	acronym	note.1	NA.	clone	map	cell_line	lat_lon	segment	identified_by	culture_collection	serogroup	subgroup	tissue_lib	tissue_type	acronym.1	variety
JF420883.1	10521	NA	Homo sapiens	NA	China	nasopharyngeal wash sample	2010-10-21	HAdV14-BJ430/CHN2010	NA	NA	NA	NA	Liuying Tang	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH668280.1	108098	75658	Homo sapiens	NA	USA	NA	2017-07-24	NA	14	NA	NA	NA	NA	HAdV-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH499479.1	108098	HAdV-B14/South Carolina_NHRC_75650_2017_P14H14F14	Homo sapiens	NA	USA	NA	NA	NA	14	NA	NA	NA	NA	HAdV-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH546113.1	108098	75657	Homo sapiens	NA	USA	NA	2017-07-12	NA	14	NA	NA	NA	NA	HAdV-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KY021432.1	108098	HAdV-B/USA_New York/45278/2015/P14H14F14	Homo sapiens	NA	USA	NA	2015-05-04	NA	14	NA	Human adenovirus B	NA	NA	HAdV-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KY021430.1	108098	HAdV-B/USA_New York/5491/2015/P14H14F14	Homo sapiens	NA	USA	NA	2015-02-14	NA	14	NA	Human adenovirus B	NA	NA	HAdV-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KY021429.1	108098	HAdV-B/USA_New York/1224/2008/P14H14F14	Homo sapiens	NA	USA	NA	2008-01-27	NA	14	NA	Human adenovirus B	NA	NA	HAdV-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KY021428.1	108098	HAdVB/CAN_New Brunswick/VC50585/2011/P14H14F14	Homo sapiens	NA	Canada	NA	2010-12-31	NA	14	NA	Human adenovirus B	NA	NA	HAdV-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KY021427.1	108098	HAdVB/CAN_New Brunswick/VC5600R/2011/P14H14F14	Homo sapiens	NA	Canada	NA	2010-12-31	NA	14	NA	Human adenovirus B	NA	NA	HAdV-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KY021426.1	108098	HAdV-B/CAN_New Brunswick/VC5093R/2011/P14H14F14	Homo sapiens	NA	Canada	NA	2010-12-31	NA	14	NA	Human adenovirus B	NA	NA	HAdV-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JX310315.1	814922	NA	Homo sapiens	NA	China	throat swab	2011-04-07	Gansu2011-01	14	NA	NA	NA	Guohong Huang	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FJ841901.1	814922	Portland/2971/2007	Homo sapiens	NA	USA	NA	2006-12-31	NA	NA	NA	NA	14p1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FJ822614.1	10521	Ad14-303600	Homo sapiens	NA	USA: Lackland, TX	NA	2006-12-31	NA	NA	NA	Human Adenovirus type 14	NA	NA	NA	low passage culture in A549 cells; causing 2006-7 febrile respiratory illness (FRI) outbreaks in the US and the closely related Adenovirus 11a of non-US origins	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP896482.1	10521	NA	Homo sapiens	NA	China	nasopharyngeal aspirates	2013-01-22	Gansu/DH01/2013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LC177352.1	108098	NA	Homo sapiens	NA	Japan:Fukuoka, Tatara river	sewage water	2015-01-07	HAdV-B/JPN/T150125/2015/79[P11H34F11]	NA	NA	NA	NA	NA	HAdV-B	T150125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF906413.1	1461395	NA	Homo sapiens	NA	South Korea	throat swab	2010-08-23	IC763	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF268196.1	108098	NA	Homo sapiens	B	USA: Texas	NA	2005-09-30	human/USA/UFL_Adv34/2005/34[P34/H34/F34]	34	NA	Human adenovirus B	NA	NA	HAdV-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB330115.1	10548	NA	NA	NA	NA	NA	NA	compton	NA	NA	NA	NA	NA	NA	synonym: Human adenovirus type 34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AY737797.1	10548	NA	NA	NA	NA	NA	NA	Compton; ATCC VR-716	34	NA	Human adenovirus type 34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB052911.1	10548	NA	NA	NA	NA	NA	NA	NA	NA	NA	Human adenovirus type 34	NA	NA	NA	synonym:human adenovirus 34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF268328.1	108098	NA	Homo sapiens	NEW[P35H34F7]	Germany	NA	1985-01-28	human/DEU/HEIM_00092/1985/NEW[P35H34F7]	34	NA	Human adenovirus B	NA	NA	HAdV-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FJ607010.1	343463	SNG 1218	NA	NA	Singapore	NA	2004-12-31	NA	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB053166.1	32608	NA	Homo sapiens	NA	NA	NA	NA	AV-1645	NA	NA	NA	NA	NA	NA	synonym: Human adenovirus type 21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KY307858.1	1521028	LRTI-8	Homo sapiens	NA	Germany	lower respiratory tract	2015-12-31	NA	21	NA	NA	NA	NA	NA	NA	NA	a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ364590.1	32608	NA	Homo sapiens	NA	USA: CGTC Cape May, NJ	NA	2006-12-31	NHRC 91447	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ364589.1	32608	NA	Homo sapiens	NA	USA: CA	NA	1996-12-31	VRDL T97-1745	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ364587.1	32608	NA	Homo sapiens	NA	NA	USS Peleliu	2004-12-31	PEL0066	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ364584.1	32608	NA	Homo sapiens	NA	USA: MCRD Parris Island, SC	NA	2004-12-31	NHRC 71227	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ364582.1	32608	NA	Homo sapiens	NA	USA: Ft Benning, GA	NA	2006-12-31	NHRC 64589	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ364581.1	32608	NA	Homo sapiens	NA	USA: Lackland AFB, TX	NA	2005-12-31	NHRC 52331	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ364579.1	32608	NA	Homo sapiens	NA	USA: UT	NA	1983-12-31	CDC V1375E	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ364577.1	32608	NA	Homo sapiens	NA	USA: TN	NA	1977-12-31	CDC RU8176	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ364576.1	32608	NA	Homo sapiens	NA	USA: FT Jackson, SC	NA	2005-12-31	NHRC 44288	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ364573.1	32608	NA	Homo sapiens	NA	USA: FT Leonard Wood, MO	NA	2004-12-31	NHRC 32389	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF577595.1	1521028	LRTI-1	Homo sapiens	NA	Germany	lower respiratory tract of patient suffering from pneumonia	2005-04-30	NA	21	NA	NA	NA	NA	NA	cell culture supernatant	NA	a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KY307860.1	1521028	Sibu-97	Homo sapiens	NA	Malaysia: Sarawak	lower respiratory tract	1996-12-31	NA	21	NA	NA	NA	NA	NA	NA	NA	a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AJ012091.1	10535	NA	human	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KY307859.1	1521028	LRTI-9	Homo sapiens	NA	Switzerland: Bern	lower respiratory tract	2015-12-31	NA	21	NA	NA	NA	NA	NA	NA	NA	a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KY307857.1	1521028	LRTI-7	Homo sapiens	NA	Switzerland: Bern	lower respiratory tract	2012-12-31	NA	21	NA	NA	NA	NA	NA	NA	NA	a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ364592.1	32608	NA	Homo sapiens	NA	USA: CA	NA	1997-12-31	VRDL T98-1269	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ364591.1	32608	NA	Homo sapiens	NA	USA: CA	NA	1986-12-31	VRDL T87-0342	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ364588.1	32608	NA	Homo sapiens	NA	USA: CT	NA	1987-12-31	CDC V2148A	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ364586.1	32608	NA	Homo sapiens	NA	USA: NRTC Great Lakes, IL	NA	1997-12-31	NHRC 10030	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ364585.1	32608	NA	Homo sapiens	NA	USA: MCRD Parris Island, SC	NA	2004-12-31	NHRC 71252	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ364583.1	32608	NA	Homo sapiens	NA	USA: MCRD Parris Island, SC	NA	2003-12-31	NHRC 71139	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ364580.1	32608	NA	Homo sapiens	NA	USA: MCRD San Diego, CA	NA	1997-12-31	NHRC 20007	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ364578.1	32608	NA	Homo sapiens	NA	USA: NRTC Great Lakes, IL	NA	1995-12-31	NHRC 5	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ364575.1	32608	NA	Homo sapiens	NA	USA: FT Benning, GA	NA	2005-12-31	NHRC 63218	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ364574.1	32608	NA	Homo sapiens	NA	USA: FT Leonard Wood, MO	NA	2004-12-31	NHRC 32493	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF528688.1	32608	NA	Homo sapiens	NA	Germany	NA	NA	NA	21	NA	NA	NA	NA	NA	German National Reference Center HAdV-B21 prototype	NA	NA	HAdV-B21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF938575.1	1521028	LRTI-4	Homo sapiens	NA	Germany	lower respiratory tract of patient suffering from pneumonia	2012-04-30	NA	21	NA	NA	NA	NA	NA	sequenced directly from lower respiratory tract material	NA	a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF802426.1	1521028	LRTI-2	Homo sapiens	NA	Germany	lower respiratory tract of patient suffering from pneumonia	2008-07-31	NA	21	NA	NA	NA	NA	NA	sequenced directly from lower respiratory tract material	NA	a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF802425.1	1521028	LRTI-5	Homo sapiens	NA	Germany	lower respiratory tract of patient suffering from pneumonia	2012-10-31	NA	21	NA	NA	NA	NA	NA	sequenced directly from lower respiratory tract material	NA	a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF577598.1	1521028	LRTI-6	Homo sapiens	NA	Germany	lower respiratory tract of patient suffering from pneumonia	2013-01-31	NA	21	NA	NA	NA	NA	NA	cell culture supernatant	NA	a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF577597.1	1521028	LRTI-5	Homo sapiens	NA	Germany	lower respiratory tract of patient suffering from pneumonia	2012-10-31	NA	21	NA	NA	NA	NA	NA	cell culture supernatant	NA	a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF577593.1	1521028	LRTI-3	Homo sapiens	NA	Germany	lower respiratory tract of patient suffering from pneumonia	2010-06-30	NA	21	NA	NA	NA	NA	NA	cell culture supernatant	NA	a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HQ292614.1	927252	NA	Gorilla gorilla gorilla	NA	NA	NA	NA	B7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB330102.1	32608	NA	NA	NA	NA	NA	NA	AV-1645	NA	NA	NA	NA	NA	NA	synonym: Human adenovirus type 21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AY601633.1	32608	NA	NA	NA	NA	NA	NA	AV-1645	21	NA	Human adenovirus type 21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF502426.1	32608	OHT-006	Homo sapiens	NA	USA	NA	2016-03-31	NA	NA	NA	NA	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AY008279.1	32608	NA	NA	NA	NA	NA	NA	AV-1645	NA	NA	Human adenovirus type 21	NA	NA	NA	prototype	NA	NA	NA	species B; passaged in HEp-2 cells	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF633445.1	108098	NA	Homo sapiens	X[PXHXFX]	Germany	NA	NA	human/DEU/HEIM_00086/X/X[PXHXFX]	21 and 16	NA	Human adenovirus B	NA	NA	HAdV-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FJ025910.1	585090	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KY070259.1	714978	73	Homo sapiens	NA	China	NA	2016-06-29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KY511688.1	1907210	JM123	Homo sapiens	NA	China	throat swab	2016-07-07	NA	55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KY511690.1	1907210	JM169	Homo sapiens	NA	China	throat swab	2014-07-04	NA	55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KY511689.1	1907210	JM161	Homo sapiens	NA	China	throat swab	2014-06-30	NA	55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FJ025912.1	585089	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KY511684.1	1907210	C2205	Homo sapiens	NA	China	throat swab	NA	NA	55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KM659134.1	108098	gorilla 6553	Gorilla	NA	Democratic Republic of the Congo	NA	NA	NA	NA	NA	NA	NA	NA	HAdV-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KT069558.1	108098	RW Virunga Gorilla beringei beringei 6578	Gorilla beringei beringei	NA	Rwanda	NA	NA	NA	NA	NA	NA	NA	NA	HAdV-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KM659153.1	108098	gorilla 6591	Gorilla	NA	Democratic Republic of the Congo	NA	NA	NA	NA	NA	NA	NA	NA	HAdV-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KM659144.1	108098	gorilla 6578	Gorilla	NA	Democratic Republic of the Congo	NA	NA	NA	NA	NA	NA	NA	NA	HAdV-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KM659132.1	108098	gorilla 6544	Gorilla	NA	Democratic Republic of the Congo	NA	NA	NA	NA	NA	NA	NA	NA	HAdV-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KM659172.1	108098	gorilla 7278	Gorilla	NA	Cameroon	NA	NA	NA	NA	NA	NA	NA	NA	HAdV-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AJ005537.1	10535	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	isolated from cerebrospinal fluid of dead child	NA	NA	NA	NA	NA	PB3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB330131.1	107462	NA	NA	NA	NA	NA	NA	Wan	NA	NA	NA	NA	NA	NA	synonym: Human adenovirus type 50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AY737798.1	107462	NA	NA	NA	NA	NA	NA	Wan; ATCC VR-1502	50	NA	Human adenovirus type 50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KR090768.1	714978	GZ_205_2013	Homo sapiens	NA	China	NA	2013-08-01	NA	55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KM659143.1	108098	gorilla 6576	Gorilla	NA	Democratic Republic of the Congo	NA	NA	NA	NA	NA	NA	NA	NA	HAdV-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KM659145.1	108098	gorilla 6582	Gorilla	NA	Democratic Republic of the Congo	NA	NA	NA	NA	NA	NA	NA	NA	HAdV-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FJ025916.1	585063	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC570909.1	10541	NA	Homo sapiens	NA	Taiwan	NA	2002-02-04	N438/TW/02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FJ025911.1	585066	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AY972815.1	322681	NA	NA	NA	Germany	NA	NA	RKI-2797/04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KT069560.1	108098	RW Virunga Gorilla beringei beringei 6584	Gorilla beringei beringei	NA	Rwanda	NA	NA	NA	NA	NA	NA	NA	NA	HAdV-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KT069557.1	108098	DRC Virunga Gorilla beringei beringei 6558	Gorilla beringei beringei	NA	Democratic Republic of the Congo	NA	NA	NA	NA	NA	NA	NA	NA	HAdV-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KM659154.1	108098	gorilla 6592	Gorilla	NA	Democratic Republic of the Congo	NA	NA	NA	NA	NA	NA	NA	NA	HAdV-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KM659147.1	108098	gorilla 6584	Gorilla	NA	Democratic Republic of the Congo	NA	NA	NA	NA	NA	NA	NA	NA	HAdV-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KM659136.1	108098	gorilla 6558	Gorilla	NA	Democratic Republic of the Congo	NA	NA	NA	NA	NA	NA	NA	NA	HAdV-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KM659142.1	108098	gorilla 6575	Gorilla	NA	Democratic Republic of the Congo	NA	NA	NA	NA	NA	NA	NA	NA	HAdV-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB018424.1	10541	NA	NA	NA	NA	NA	NA	NA	NA	NA	Human adenovirus type 11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KM659141.1	108098	gorilla 6574	Gorilla	NA	Democratic Republic of the Congo	NA	NA	NA	NA	NA	NA	NA	NA	HAdV-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FJ025929.1	585081	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FJ025908.1	585067	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KM659155.1	108098	gorilla 6594	Gorilla	NA	Democratic Republic of the Congo	NA	NA	NA	NA	NA	NA	NA	NA	HAdV-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KT069559.1	108098	UG Bwindi Gorilla beringei beringei 6813	Gorilla beringei beringei	NA	Uganda	NA	NA	NA	NA	NA	NA	NA	NA	HAdV-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KM659170.1	108098	gorilla 6813	Gorilla	NA	Uganda	NA	NA	NA	NA	NA	NA	NA	NA	HAdV-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KM659164.1	108098	gorilla 6772	Gorilla	NA	Uganda	NA	NA	NA	NA	NA	NA	NA	NA	HAdV-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KM659133.1	108098	gorilla 6549	Gorilla	NA	Democratic Republic of the Congo	NA	NA	NA	NA	NA	NA	NA	NA	HAdV-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JN163988.1	1076302	NA	Gorilla gorilla beringei	NA	NA	Rwanda	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	seq18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KM659148.1	108098	gorilla 6585	Gorilla	NA	Democratic Republic of the Congo	NA	NA	NA	NA	NA	NA	NA	NA	HAdV-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KM659146.1	108098	gorilla 6583	Gorilla	NA	Democratic Republic of the Congo	NA	NA	NA	NA	NA	NA	NA	NA	HAdV-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KM659135.1	108098	gorilla 6556	Gorilla	NA	Democratic Republic of the Congo	NA	NA	NA	NA	NA	NA	NA	NA	HAdV-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KM659152.1	108098	gorilla 6590	Gorilla	NA	Democratic Republic of the Congo	NA	NA	NA	NA	NA	NA	NA	NA	HAdV-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KM659163.1	108098	gorilla 6762	Gorilla	NA	Democratic Republic of the Congo	NA	NA	NA	NA	NA	NA	NA	NA	HAdV-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
